ticker,Расширение,Ложный пробой,Колено,2xEXTR,Не на уровне,От плотности,Контр тренд,Треугольник,50%,Datetime,PNL,filenames
Rook_ETH,0,0,1,1,0,0,1,0,0,-1,+,"['Rook_ETH_15_12e22efaa4d790abf4007d7df47e0238.png', 'Rook_ETH_3_9fc08a7602de4a8261f3b33f4bd89d93.png']"
Rook_ETH,0,0,1,1,0,0,1,0,0,-1,+,"['Rook_ETH_15_cba45e652c0b36183ac0641e936320c1.png', 'Rook_ETH_3_ec64ca025657179e2b9f9bd24c2a91d8.png']"
ZVZ_ETH,1,0,1,0,0,0,1,0,1,-1,+,"['ZVZ_ETH_15_a977c29bdeba5cc773ab492c0c335fd2.png', 'ZVZ_ETH_3_22b559068bd2915710adcdf700a6b224.png']"
ZVZ_ETH,1,1,1,0,0,0,0,0,0,-1,+,"['ZVZ_ETH_15_1ca56a1e4f244d6fa306e177bc1531bd.png', 'ZVZ_ETH_3_e5373bb9964d954019bf8f567f59f267.png']"
ZVZ_ETH,1,1,0,0,0,0,0,0,0,-1,+,"['ZVZ_ETH_15_81088278022a1e0ab0255826963d9f68.png', 'ZVZ_ETH_3_9b0e27b2c2cfe66908310615b55bb705.png']"
ZVZ_DOT,1,0,1,0,0,0,0,0,0,-1,+,"['ZVZ_DOT_15_1838b420c516cf4cdd314a9a8ff5378a.png', 'ZVZ_ETH_3_ac5f0eb4f9d1b600d36b38f396ed210d.png']"
ZVZ_DOT,1,0,0,0,0,0,0,0,0,-1,+,"['ZVZ_DOT_15_54f304e27b100e8311834bfd505835a1.png', 'ZVZ_DOT_3_132ce35a8c81ab888f7fdef62ab7635d.png']"
ZVZ_Si,1,0,1,0,0,0,1,0,0,-1,+,"['ZVZ_Si_15_47f5ab7f204fd695509829e2b0f2bb03.png', 'ZVZ_DOT_3_7b48db98fed0401909b3eecb4fbfa014.png']"
ZVZ_Si,0,0,1,0,0,0,1,0,1,-1,+,"['ZVZ_Si_15_6d8e2f1885dfb933f1d77f50e18aa505.png', 'ZVZ_Si_3_3183d2d0c087c3dbca4579f53e4022d1.png']"
ZVZ_Si,1,0,0,0,0,0,0,0,0,-1,+,"['ZVZ_Si_15_6abb04528fb40d97e8cedbecce3e21bf.png', 'ZVZ_Si_3_e3a9f4581eafc7521454cefcb34f0bdf.png']"
ZVZ_Si,0,0,1,0,0,0,0,0,1,-1,+,"['ZVZ_Si_15_64735c7a35fa0e53366d8af96e8a955a.png', 'ZVZ_Si_3_e268f6826aa07a21657f651dea358dc1.png']"
Rook_ETH,0,0,1,0,0,0,0,0,1,-1,-,"['Rook_ETH_15_924088f60b50e6e706a3d4d6b066719f.png', 'Rook_ETH_3_25a174f517f4160b0afad5aca75d634a.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_e4e9a9a06fe2c65989459b77c47785db.png', 'Rook_ETH_3_df22b90a0649b3a8fd25720a8dd14e79.png']"
Rook_ETH,1,1,1,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_ed956899d3358769da391343e1c51cd0.png', 'Rook_ETH_3_ef00ce82ca9e884ed53f85784da9f22d.png']"
Rook_ETH,0,0,0,0,0,0,0,0,1,-1,+,"['Rook_ETH_15_c825b53bcc3240a5976e25cb9e393343.png', 'Rook_ETH_3_ae2287694312e8c3e3c9e0593697ac17.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_221a85b3bab29a8999ee8cb948b84f33.png', 'Rook_ETH_3_e3b0b946ba339542fdaa4c4b10a24099.png']"
Rook_ETH,0,0,1,1,0,0,0,0,0,-1,+,"['Rook_ETH_15_4d25ba525db798fbd10a375d926e4914.png', 'Rook_ETH_3_2c10fc87f1773072d85c882725bddabc.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_ba369849c03cfbd78c1902aa04d752e7.png', 'Rook_ETH_3_8fd99354996a35314fc6bf75b879422b.png']"
Rook_ETH,0,1,0,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_ad3b563080134a47a61b549d6fca79f8.png', 'Rook_ETH_3_4bef366d990cfb6a59db23d6a46c4870.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_706621ca6cbf896639836da5d2167ef6.png', 'Rook_ETH_3_395eb32e2e44d44a6a5f8bc736e7e822.png']"
Rook_ETH,0,0,0,0,1,1,0,0,0,-1,-,"['Rook_ETH_15_03fbe10fa75e1269461e7409c7e471e0.png', 'Rook_ETH_3_5cd2b23f283a921cb40fd79fcc7cdf85.png']"
Rook_ETH,0,1,0,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_43b069b00ad70ea9b28a1976244be43f.png', 'Rook_ETH_3_ffc7e50e796fb5e818ba291021e8cc7c.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_1d315cf58a2ced864040cb146fc86bd9.png', 'Rook_ETH_3_63fe2cd70dda630431483ef99471d791.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_b48cde6c839816f29906ecb398666eab.png', 'Rook_ETH_3_9158f357e5010d4227b1e257ab3f3f7e.png']"
Rook_ETH,1,0,0,0,1,0,1,0,0,-1,-,"['Rook_ETH_15_763a7a27c62f4371b9a5d8bf13fc7c7b.png', 'Rook_ETH_3_86e86d9347ace2df3ddafee223419e64.png']"
Rook_ETH,1,0,0,0,0,0,0,0,1,-1,-,"['Rook_ETH_15_4aacf92178b9eb8fce8c7b2bfaf378d0.png', 'Rook_ETH_3_c62f705ee7e3231101ebbdfa32c07e7e.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_a50955511e3e48b3f723c187fc09b5cd.png', 'Rook_ETH_3_58566ed424540fab9cc5ed6c3749b09a.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_5022bd0931018812b807adaac861786a.png', 'Rook_ETH_3_ed9ef1911ab72fc9e80b889a704e5dba.png']"
Rook_ETH,1,0,0,0,0,0,0,0,1,-1,+,"['Rook_ETH_15_288c0705de0f6dac6c14e32fee582008.png', 'Rook_ETH_3_17288edf3b011e0444f3c0ee6fa4939d.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_e6b33feeaae6c90f4f4d976909d6ebd2.png', 'Rook_ETH_3_1f0cfce55c9fcb4ac1fc1ded86b6ad44.png']"
Rook_ETH,0,0,0,0,1,0,0,0,1,-1,-,"['Rook_ETH_15_6697790f04124c09b3fdf87ecc511d50.png', 'Rook_ETH_3_7933363fb3b276a5cfb208b49ae1d0f9.png']"
Rook_ETH,0,1,0,0,1,0,0,0,1,-1,-,"['Rook_ETH_15_08c0ed35d5273cbc3c57d77a6c74d234.png', 'Rook_ETH_3_42ad20425685def271e5e46db37ead88.png']"
Rook_ETH,0,0,0,1,1,0,0,0,0,-1,+,"['Rook_ETH_15_b4b6c0b7afd1967e44cd17936dfb39fe.png', 'Rook_ETH_3_58891f6e6a54d85fbadf5ba448d6eb52.png']"
Rook_ETH,0,0,0,0,1,1,0,0,1,-1,-,"['Rook_ETH_15_937e036012e44032ea3e2fba5fb466e0.png', 'Rook_ETH_3_d5a2a3b6d872335d7872d00e6e3ecd23.png']"
Rook_ETH,1,0,1,0,1,0,0,0,0,-1,-,"['Rook_ETH_15_3456cfdf154b930f04ff8edd75f0bd2c.png', 'Rook_ETH_3_570a01f3e12e6b75e892a084fa8a1c71.png']"
Rook_ETH,1,0,0,1,0,1,0,0,0,-1,+,"['Rook_ETH_15_c90c7572867d0952d45f13316f539c08.png', 'Rook_ETH_3_280e6686b8002c442a2024e6f955b60f.png']"
Rook_ETH,1,0,1,0,1,0,1,0,0,-1,-,"['Rook_ETH_15_b7dfe2af71fa718eab3664f20ff2aac4.png', 'Rook_ETH_3_010f5d0764b08179df66d5bf67e51cf0.png']"
Rook_ETH,0,0,1,1,0,0,1,0,0,-1,+,"['Rook_ETH_15_fb3d57c572955f5b09ac1cebdd2e4e25.png', 'Rook_ETH_3_339459307c3e752cc7965e3192ff21a6.png']"
Rook_ETH,0,0,1,0,0,1,0,0,0,-1,+,"['Rook_ETH_15_deea003675c430039ccc3e9b41edc16b.png', 'Rook_ETH_3_e9fc96c2ab5c890518392f0f37e0c7e2.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_d4e7cd035f9b7f525f3b700de2f9c48d.png', 'Rook_ETH_3_b78046f2adb42d3da9a4316ffe8a535a.png']"
ZVZ_XRP,1,0,0,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_1fc950fe4190ca5a9cdcf49e58c1ecb9.png', 'ZVZ_XRP_3_2679555a46a471f565dbfef01593f615.png']"
ZVZ_XRP,1,0,1,0,0,0,1,0,0,-1,+,"['ZVZ_XRP_15_2020d60f1475ef1ea526f18cd0f0b6af.png', 'ZVZ_XRP_3_db8e7ba6d670f37bdbaa13b023a5e468.png']"
ZVZ_XRP,0,1,0,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_4201a094a050539b39ede7ba842f596d.png', 'ZVZ_XRP_3_489914199e87f06c368e914cc46d055f.png']"
ZVZ_Si,0,0,1,0,0,0,1,0,0,-1,+,"['ZVZ_XRP_15_d2da61aa249189a952036921a038856f.png', 'ZVZ_XRP_3_96fbd364b9942e2328f35b0bd7a1e63d.png']"
ZVZ_Si,0,0,1,0,0,0,0,0,0,-1,+,"['ZVZ_Si_15_515c2f6243ca9bc1d80f8ae06c207e0b.png', 'ZVZ_Si_3_e5bc4b04097d441ffd77c820d1f9bf92.png']"
Rook_ETH,0,1,0,1,0,0,1,0,0,-1,+,"['Rook_ETH_15_592d6d5290182f093734d1dd1bfc7de7.png', 'Rook_ETH_3_09947b3dec304515afa1d760ae982855.png']"
Rook_ETH,0,0,0,0,0,1,0,0,0,-1,+,"['Rook_ETH_15_fde57fcbde3e78746b801148864d553f.png', 'Rook_ETH_3_e0aeabaef26d8641bc079b7746ace0b5.png']"
Rook_ETH,1,0,0,0,0,1,0,0,0,-1,+,"['Rook_ETH_15_5a65aed6f620f848c039f8bbe842161b.png', 'Rook_ETH_3_f6dc850937b7f1d8e72f073494585adc.png']"
Rook_ETH,1,0,0,0,0,1,1,0,0,-1,-,"['Rook_ETH_15_27545518f1e1572a932e0a2396bf1fab.png', 'Rook_ETH_3_555b3f679c7d2e5754402710014e4f68.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_3a67bfe41827c188b307074a50d0ae18.png', 'Rook_ETH_3_3df6c0c33cdc6c0e80eebc99868dc0bd.png']"
Rook_ETH,1,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_cbc9be621fdb4459f9919c846ef7150f.png', 'Rook_ETH_3_11f0a7639b4cc5f9d9694dce91596027.png']"
Rook_ETH,1,0,0,0,1,0,0,0,0,-1,-,"['Rook_ETH_15_afbb36c3b34e70acf6e14d80ca389c51.png', 'Rook_ETH_3_b6ede0c83a40fb8bdce070b0bfa130ef.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_ce1e07f4b954cfc017d445d3deccab37.png', 'Rook_ETH_3_715efc9a36c5d291003da7161bac916c.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_1ee1018bb646d8a3a82f837bd77c0db1.png', 'Rook_ETH_3_44bcf5eb835526191f488c9f90103982.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_84c90c5cbaa8221159aec02d0e245838.png', 'Rook_ETH_3_ef32e29acac48a10819db09a137fff39.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_b9a7516f1bc5217678a0162a9f1c8f68.png', 'Rook_ETH_3_55dc4d31c5f952ac40c699d10fce79f0.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_f54f75886efbe0fad75149653fa3e3fd.png', 'Rook_ETH_3_e42667d5e68e55c08f464f5c9d82b181.png']"
Rook_ETH,0,1,1,0,1,0,1,0,0,-1,-,"['Rook_ETH_15_eff19236c7ca77ae22ecbe2718ddfefe.png', 'Rook_ETH_3_54d9c55c0f24a5b3eb764204427a9af1.png']"
Rook_ETH,0,1,0,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_e6530667e3490b023c2530fffadb4351.png', 'Rook_ETH_3_2a3ba14b04018d2d86516d7216777789.png']"
Rook_ETH,0,0,0,0,1,0,1,0,0,-1,-,"['Rook_ETH_15_90bd0b011b3a82b693cc9c5cfa4b0fdd.png', 'Rook_ETH_3_4482e0e58df1678f010dfcbcf6e7a340.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_5d2792085768cb4d48f259a3f3511126.png', 'Rook_ETH_3_d6439ef31b5c662fd59002f957f8c119.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_886f93353f654e6fdca9a5c41f80a2f5.png', 'Rook_ETH_3_be0401658fd65f74609a0b3cb235c52a.png']"
Rook_ETH,0,0,1,0,1,0,0,0,0,-1,-,"['Rook_ETH_15_83d01dcd2d31f5099cf152da5c06a50a.png', 'Rook_ETH_3_55cef800a511abefb14dc1a93f710667.png']"
Rook_ETH,1,0,0,0,0,1,0,0,0,-1,+,"['Rook_ETH_15_40b54136c373e95783fc075118b14f2d.png', 'Rook_ETH_3_6d8c2641ec25174e3806537f9f3429fe.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_2c648cf4183d5afc599de34891485067.png', 'Rook_ETH_3_649db05f692eeebe6bc522ddbda78542.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_66f81abb7d5bc001312aa45427b950ab.png', 'Rook_ETH_3_620a88a1611ad01c5f453b97148d8b9d.png']"
Rook_ETH,1,0,1,0,0,1,0,1,0,-1,-,"['Rook_ETH_15_66cd3eede21cf0ec70a85c87c4d1e7c1.png', 'Rook_ETH_3_d1a30dae5d30ba29a08dba7031d2d07b.png']"
Rook_ETH,0,1,0,0,0,0,0,1,0,-1,+,"['Rook_ETH_15_8741d3bd7b87d331bb49e56f619316d2.png', 'Rook_ETH_3_461916568cdd7fb1160874f8af79ad03.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_1ae3d54479157cd5661b31f16b5d4e78.png', 'Rook_ETH_3_6ef22a014ab821d3c164aa53df3e1ae5.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_b5e8a6483152ff8e05e6efc73a06f34a.png', 'Rook_ETH_3_7c43f914d3b743e071e356b01858eb2c.png']"
Rook_ETH,0,1,0,1,1,0,1,0,0,-1,+,"['Rook_ETH_15_f7745b506ce70a1d4e3fa696a413ab5c.png', 'Rook_ETH_3_6f04785e709c1c2f1f0667a77a7320e1.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,+,"['Rook_ETH_15_787142fe51775734dffd054fa46bfa4e.png', 'Rook_ETH_3_9e7e90eadf0d9a4b0c3201d3f63457bc.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,0,"['Rook_ETH_15_dae246fce895c2360be4aaef12c12f06.png', 'Rook_ETH_3_eb04340526e5951440fc799cd8b3167a.png']"
Rook_ETH,1,0,0,0,0,0,1,0,1,-1,-,"['Rook_ETH_15_1eb69c2016c3cde2f616e36a0d7cfaf8.png', 'Rook_ETH_3_8dd1e64328a96f1cc3ece956df46088a.png']"
Rook_ETH,1,0,0,0,0,1,0,0,0,-1,-,"['Rook_ETH_15_cc56ceba89eba93cb4896735f700a487.png', 'Rook_ETH_3_d03b920a5f4bbde7ffabb9607f0a6476.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_845edd36cef63fe5f614da3c565fbced.png', 'Rook_ETH_3_b51bc2c3ef90a8b6c1e1273e6cab0d86.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,0,"['Rook_ETH_15_9508d34c8caab3faca932b1e650c82df.png', 'Rook_ETH_3_799476fd36d1877afc6bfecd14b36862.png']"
ZVZ_XRP,0,0,1,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_239dabbc945ffd3693622688616e8d76.png', 'Rook_ETH_3_c23ab4eb0394525f9d794e267c0f2f42.png']"
ZVZ_Si,0,0,1,0,0,0,1,0,0,-1,+,"['ZVZ_Si_15_1e6135e3d0e5a36de3afdd12def43958.png', 'ZVZ_XRP_3_b329c696c7e43b0d2417dbf947829300.png']"
ZVZ_SOL,0,1,1,0,0,0,1,0,0,-1,+,"['ZVZ_SOL_15_921e90bb513e4ae944b81e5982c4d237.png', 'ZVZ_SOL_3_91ef49fff26538e0172fe66dc7d8c476.png']"
ZVZ_Si,0,1,0,0,0,0,1,0,0,-1,+,"['ZVZ_Si_15_5ef1355f43a140d94c8c44539c72d797.png', 'ZVZ_Si_3_3dfdbf0c51d73f644d67db89cf48d637.png']"
Rook_ETH,0,0,1,0,0,1,0,1,0,-1,-,"['Rook_ETH_15_46c2fb52a64933cb5e8deaa042ee9529.png', 'Rook_ETH_3_458cfe43efb488e131a1b2161a216c50.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_7e7d5eac4353db4a0d484a43a333f0bb.png', 'Rook_ETH_3_96dbe888705a18c88a71335a2221305c.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_01ab086226217669d72df633741afb49.png', 'Rook_ETH_3_c6bdc0445fb3fdcce3cde998dc9dc291.png']"
Rook_ETH,0,0,1,0,1,0,1,0,0,-1,-,"['Rook_ETH_15_e1d09920683c260e21c592740fc2eebe.png', 'Rook_ETH_3_9d9663a94787c8a2fe406b40cf5d5d08.png']"
Rook_ETH,0,0,1,1,0,0,1,0,0,-1,-,"['Rook_ETH_15_c80a4f16934218ff0870418c8fd156e8.png', 'Rook_ETH_3_b08da8c871dd1d29a1d80c0cde504b94.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_91a542ce083d1adc7af510f07c24e71c.png', 'Rook_ETH_3_5297b0b0893426f8d8f556a179d7ee76.png']"
Rook_ETH,1,0,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_b4eecfdeac3840ba7856855520c31180.png', 'Rook_ETH_3_43d91f00f52af6a4fe7a68d9097b963d.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_6f4660629ba6a2e06975cde038af327e.png', 'Rook_ETH_3_f1f326437715d0b9caf0fb296858d434.png']"
Rook_ETH,0,0,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_3ac5f585d0c3d946b35a3a0ca0f96065.png', 'Rook_ETH_3_79a5e2a9e7fe568c0f8ff5e155c5f2c9.png']"
Rook_ETH,0,1,0,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_3f9e0838709ed26fe956e2e7798de7b5.png', 'Rook_ETH_3_a0403e07fd7ec7589fdb871521f79ab9.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_34688c5e65f3cd6eafb5668d684e5090.png', 'Rook_ETH_3_1a2bc24e9d786e566fecfe635eda2783.png']"
Rook_ETH,1,0,0,0,0,1,0,0,0,-1,-,"['Rook_ETH_15_e77ed4b3c9e64e7afce61941bccb00db.png', 'Rook_ETH_3_63d4b7f614b70bf81ea3034ae60b4c8e.png']"
Rook_ETH,0,0,1,1,0,0,0,0,0,-1,+,"['Rook_ETH_15_8707d267ad95a42998216b0b14b3fb82.png', 'Rook_ETH_3_3047e7af4a54d61edc6156f1de6d4a04.png']"
Rook_ETH,0,1,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_4e475e6fcfba76bf2d71871374ce0e43.png', 'Rook_ETH_3_950e543befdd80908b8949e645eb163d.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_a34afed27365926685172398ff56732a.png', 'Rook_ETH_3_1287a83a4f98fc50171f68afb5b07a84.png']"
Rook_ETH,1,0,0,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_3aa61967bef2cab2dbf5a5d722d58f32.png', 'Rook_ETH_3_596766bf987e625381ae89644c05a0f5.png']"
Rook_ETH,1,0,0,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_438aa9ad7b2bad713cc6881d924e7f28.png', 'Rook_ETH_3_7b62b9b30a7f47315984ce4f3b89ea32.png']"
Rook_ETH,0,0,0,1,1,0,1,0,0,-1,-,"['Rook_ETH_15_cb56d1aca46e538f0c558ffff58044ea.png', 'Rook_ETH_3_aee359142c9bc155530698e5efda3a4b.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_8911bdecac3e93acf47b52f2595256a4.png', 'Rook_ETH_3_d07b855f7d6f5cc1dbf72ca3e9987431.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,+,"['Rook_ETH_15_70592c517833068e14f03713d5ffe76f.png', 'Rook_ETH_3_3825f5953e5b7b40c512e561b7c35480.png']"
Rook_ETH,0,0,0,1,0,0,0,0,0,-1,+,"['Rook_ETH_15_e5c98ba2de934f5eeabca90167528fef.png', 'Rook_ETH_3_84cc158b483c78832ff229e5f23228bd.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_284a24f0684ca62bd8b03155c71cda14.png', 'Rook_ETH_3_a9394b09a09706eea0c8cbe25e8a69e3.png']"
Rook_ETH,1,0,1,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_53efd9fdf5d6d8b4505341c982c24d12.png', 'Rook_ETH_3_8b3f895bad7e47ba0738f8614931dfb4.png']"
Rook_ETH,1,0,0,0,0,0,0,0,1,-1,+,"['Rook_ETH_15_ced465ab6dc96de0668c412d03a77ce2.png', 'Rook_ETH_3_9dea3ca122ee2d5db920a45163f60c57.png']"
Rook_ETH,1,0,0,0,0,0,0,0,1,-1,+,"['Rook_ETH_15_c40d6f0c9523db6a940a2cd016f7c2ec.png', 'Rook_ETH_3_d2510f2c1b3d40d16d3305e772fbb913.png']"
Rook_ETH,0,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_f1ab12b3e0a4b43f33cf03cdefbdf1d9.png', 'Rook_ETH_3_e768390f4dc5a5b8e0be1e6b5e0ea39c.png']"
Rook_ETH,0,0,0,1,1,0,0,0,0,-1,-,"['Rook_ETH_15_5bcfe2bb6f86a2d742d5b28c15455ce5.png', 'Rook_ETH_3_ea39a92204fc2c8a0077bb926ba171a2.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_7f1b7f88c68fe49908c57346cfa4b0e0.png', 'Rook_ETH_3_05168f4c27c99d2c62049b9bb6a57b47.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,-,"['Rook_ETH_15_769671c66fe93116c3a14beb2b67b8b2.png', 'Rook_ETH_3_2e00de2cb164c629b0beff6e6467a94e.png']"
Rook_ETH,0,1,1,0,0,0,1,0,0,-1,0,"['Rook_ETH_15_fc80adaa646eecfd0bf8b3f570c48943.png', 'Rook_ETH_3_40cd20b671c350b88d7c3c62155e5805.png']"
Rook_ETH,0,0,1,0,0,0,1,0,0,-1,0,"['Rook_ETH_15_23a0f52dfd8fcd5a7a4e347f45b603e9.png', 'Rook_ETH_3_dc83cedd2cef8102c45d248d4987d4e1.png']"
Rook_ETH,1,0,0,0,0,0,0,0,0,-1,-,"['Rook_ETH_15_7fbd98a970a6aa6155af9c7015621739.png', 'Rook_ETH_3_1a363e63b2b4a0ae5fb534e5279cdb67.png']"
ZVZ_XRP,0,0,1,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_9b869d3c6e7f1234949954c032be071c.png', 'ZVZ_XRP_3_664edaf4e2bb708636dd7b7d924ff136.png']"
ZVZ_XRP,0,1,0,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_5d72613ad9b246fc5bbf5e394b45c3e3.png', 'ZVZ_XRP_3_c82573748fbbd9a32fcc343d4780e55b.png']"
ZVZ_XRP,1,0,0,0,0,0,0,0,0,-1,-,"['ZVZ_XRP_15_0512945194db276ab4106a7f3cd47836.png', 'ZVZ_XRP_3_d10394008ec6531ee1e935276616194b.png']"
ZVZ_XRP,0,1,1,0,0,0,0,0,0,-1,+,"['ZVZ_XRP_15_4982692e9adcd08f19593c0932d20a16.png', 'ZVZ_XRP_3_175cfa32a8869766c976ae99086ca51b.png']"
ZVZ_Si,0,0,0,1,1,0,1,0,0,-1,+,"['ZVZ_Si_15_256efce34692cc6870a77e18222b7e15.png', 'ZVZ_Si_3_d31a046247e0a25fb55576a1f6419249.png']"
ZVZ_Si,1,0,0,0,0,0,0,0,0,-1,0,"['ZVZ_Si_15_b24f80e88281ee97e5cf64a54d49fb29.png', 'ZVZ_Si_3_0ca81dabeb7acb13f327e82e44ead4d1.png']"
ZVZ_Si,0,1,0,0,0,0,0,0,0,-1,0,"['ZVZ_Si_15_9126f5d1d8eae5a5cc6115176b77259f.png', 'ZVZ_Si_3_3fcb0cdc25ccbe1c17fb2f6740447bca.png']"
ZVZ_Si,0,0,0,1,1,0,0,0,0,-1,+,"['ZVZ_Si_15_0d05f6431d4923a619846f2ef9717e7c.png', 'ZVZ_Si_3_cacd444afee357a03e39bc5f47570256.png']"
ZVZ_Si,0,1,0,0,0,0,1,0,0,-1,+,"['ZVZ_Si_15_ec157f3b3095c650dbcc655925292272.png', 'ZVZ_Si_3_2dbae39304958e45a6a5825913bf0032.png']"
ZVZ_Si,1,0,0,0,0,0,1,0,0,-1,+,"['ZVZ_Si_15_6569c396677fdb010fdeb5f62f3694fc.png', 'ZVZ_Si_3_56b40d7f62f3f17e73400843b861776d.png']"
ZVZ_ATOM,1,0,0,0,0,0,0,0,0,-1,+,"['ZVZ_ATOM_15_3687dc453f8238f705aa002a0464758b.png', 'ZVZ_ATOM_3_0b2b035bc50a62f18efb656afdc89ead.png']"
ZVZ_ATOM,0,1,0,0,0,0,0,0,0,-1,-,"['ZVZ_ATOM_15_372e1f7573ecfb594cf674406e5a7ee3.png', 'ZVZ_ATOM_3_02e28c87a0a8dca853109a5b46c770cb.png']"
ZVZ_Si,1,0,1,0,1,0,0,0,0,-1,+,"['ZVZ_Si_15_4112a412e0dd80fdcf4cc7fa610fd1ad.png', 'ZVZ_Si_3_701f3f3d0927807ed26d1355ea0ba36b.png']"
ZVZ_Si,0,1,1,0,0,0,0,0,0,-1,+,"['ZVZ_Si_15_7c61e3f79cf5e45cf18d9c029975d536.png', 'ZVZ_Si_3_5d3a86e2f61d16ad6f25cc3e874eb59b.png']"
ZVZ_Si,0,1,0,0,0,0,0,0,0,-1,+,"['ZVZ_Si_15_a4715daf15b2acdeeff03501a5bd32cc.png', 'ZVZ_Si_3_c1811f7b2905a8e71b534584b568490b.png']"
ZVZ_Si,0,0,1,0,0,0,0,0,0,-1,+,"['ZVZ_Si_15_a4715daf15b2acdeeff03501a5bd32cc.png', 'ZVZ_Si_3_ad25249c01b77430c38fce64b363cd09.png']"
ZVZ_ATOM,0,0,0,1,0,0,0,0,0,-1,+,"['ZVZ_ATOM_15_183b5a2ea25150f85debf2d51b626db1.png', 'ZVZ_ATOM_3_a709222e68441fe7d071dfa058434a5f.png']"
